Company,Company ID,Country,Country GDP $,Not IFRS,Industry group,ICB code,Industry description,Listing status,2009 R&D investment,1 Yr R&D investment growth%,4 Yr R&D investment growth%,R&D investment / operation profit%,R&D investment / sales%,R&D + capex / sales%,Operating profit,If made profit,1 Yr operating profit%,4 Yr operating profit%,Operating profit / sales%,Sales,1 Yr sales growth%,4 Yr sales growth%,Employees,1 Yr employees growth%,4 Yr employees growth%,R&D / employees ,1 Yr R&D / employees growth%,4 Yr R&D / employees growth%,Sales outside region%,Market cap,Market cap change%,If market cap increase,R&D spend 2008,R&D spend 2007,R&D spend 2006,R&D spend 2005
"Nintendo, Japan",495,Japan,5470777391091.97,*,24,3747,Toys,FT Global 500,281.07,14,34,7.6,2.3,3.5,3676,Yes,16,142,30.1,12230,10,101,4130,10,24,68.1,4,9,83,23073,-1,No,246.12,250.94,203.53,136.45
"Synopsys, USA",163,USA,14617299295858.1,*,37,9537,Software,Listed,261.88,6,15,196.6,31.1,34.0,133,Yes,13,148,15.8,842,2,17,5928,4,14,44.2,2,1,,2004,12,Yes,246.30,236.25,231.67,198.15
"Givaudan, Switzerland",482,Switzerland,566764598976.798,,33,3767,Personal products,Listed,233.03,-7,17,84.2,9.8,12.2,277,Yes,21,8,11.7,2372,-3,14,8501,-3,15,27.4,-4,3,66,5164,45,Yes,249.81,254.60,161.74,131.79
"Asahi Glass, Japan",863,Japan,5470777391091.97,*,7,2353,Building materials & fixtures,Listed,299.05,19,34,105.1,3.9,15.5,285,Yes,-61,-43,3.7,7638,-21,-27,47618,0,-9,6.3,20,45,26,7286,12,Yes,250.77,225.79,204.75,210.90
"UniCredit, Italy",247,Italy,2098071668645.46,,4,8355,Banks,FT Global 500,126.57,-50,55,6.6,0.5,6.1,1905,Yes,-44,-65,7.9,24062,3,24,174651,-1,28,0.7,-50,47,,30157,-14,No,253.00,12.02,60.52,1.62
"KLA-Tencor, USA",61,USA,14617299295858.1,*,39,9576,Semiconductors,Listed,230.02,-9,-5,,24.4,25.9,-359,No,-216,-217,-38.1,941,-40,-35,4900,-18,-16,46.9,11,13,,3024,-7,No,253.87,270.92,237.17,210.71
"Tokyo Electric Power, Japan",267,Japan,5470777391091.97,*,8,7535,Conventional electricity,FT Global 500,279.98,8,17,453.2,0.7,12.0,62,Yes,,-98,0.2,39163,7,12,52506,0,0,5.3,8,17,,23408,11,Yes,258.08,222.84,239.03,234.02
"Eaton, USA",791,USA,14617299295858.1,*,17,2727,Diversified industrials,Listed,244.60,-5,16,87.2,3.3,5.0,281,Yes,-65,-61,3.8,7352,-23,-8,70000,-7,9,3.5,1,7,,7821,41,Yes,258.22,207.44,198.77,177.72
"Ono Pharmaceutical, Japan",351,Japan,5470777391091.97,*,34,4577,Pharmaceuticals,Listed,255.43,-2,10,107.8,28.1,29.2,237,Yes,-30,-37,26.1,908,-6,-6,2646,-1,0,96.5,0,6,0,3131,-11,No,259.33,235.37,226.61,203.79
"Cummins, USA",696,USA,14617299295858.1,*,21,2753,Commercial vehicles & trucks,Listed,224.16,-14,7,52.0,3.4,6.2,431,Yes,-45,-38,6.4,6688,-25,-11,34900,-12,-4,6.4,-2,12,47,9571,64,Yes,261.32,203.73,198.77,172.15
"Lexmark, USA",134,USA,14617299295858.1,*,39,9572,Computer hardware,Listed,232.40,-11,-2,180.1,9.7,15.9,129,Yes,-23,-47,5.4,2403,-14,-22,11900,-15,-15,19.5,4,16,57,1747,103,Yes,262.12,250.05,229.43,208.31
"UBIsoft Entertainment, France",160,France,2592078593347.73,,37,9537,Software,Listed,296.87,13,40,,38.4,39.8,-111,No,-268,-318,-14.4,774,-18,8,6144,21,52,48.3,-6,-7,,524,-48,No,262.13,270.46,200.81,116.09
"Johnson Controls, USA",574,USA,14617299295858.1,*,3,3355,Auto parts,FT Global 500,208.06,-21,-23,1050.0,1.2,3.4,20,Yes,-98,-98,0.1,17646,-25,-14,130000,-7,-2,1.6,-15,-22,,11412,22,Yes,262.56,304.04,260.08,256.98
"JFE, Japan",879,Japan,5470777391091.97,*,22,1757,Iron & steel,FT Global 500,278.96,6,10,12.2,1.1,8.5,2284,Yes,-24,-24,8.8,25997,10,23,56547,0,5,4.9,6,5,,11667,-20,No,262.63,253.76,254.05,247.39
"POSCO, South Korea",880,South Korea,1027729851625.48,*,22,1757,Iron & steel,FT Global 500,260.36,-1,36,14.0,1.3,18.7,1865,Yes,-50,-35,9.5,19599,-12,17,29811,0,3,8.7,-2,33,,22520,7,Yes,263.76,205.18,174.73,119.98
"Baker Hughes, USA",971,USA,14617299295858.1,*,32,573,Oil equipment & services,FT Global 500,245.84,-7,20,54.2,4.1,15.3,453,Yes,-69,-70,7.6,5984,-19,0,34400,-14,-1,7.1,8,24,63,10622,50,Yes,263.79,230.36,209.86,116.54
"SanDisk, USA",60,USA,14617299295858.1,*,39,9576,Semiconductors,Listed,237.88,-11,14,64.1,10.8,12.4,371,Yes,,,16.8,2209,6,11,3267,-8,26,72.8,-3,-15,74,5995,153,Yes,266.24,258.88,190.02,120.63
"Lundbeck, Denmark",346,Denmark,316081424057.807,,34,4577,Pharmaceuticals,Listed,352.00,32,45,102.6,21.4,24.7,343,Yes,24,31,20.9,1641,22,36,5526,6,8,63.7,24,35,45,1851,-26,No,266.66,261.16,233.76,207.03
"Spansion, USA",84,USA,14617299295858.1,*,39,9576,Semiconductors,Listed,84.49,-68,-66,,9.7,11.8,-308,No,,,-35.2,874,-38,-43,3400,-61,-63,24.9,-19,-10,85,578,3957,Yes,267.39,270.47,215.33,
"Shionogi, Japan",347,Japan,5470777391091.97,*,34,4577,Pharmaceuticals,Listed,351.36,31,52,179.7,23.2,28.1,196,Yes,-23,-8,12.9,1513,6,12,6010,21,18,58.5,9,28,,3927,-20,No,268.00,249.15,214.57,195.62
"Visteon, USA",575,USA,14617299295858.1,*,3,3355,Auto parts,Listed,203.11,-24,-44,119.3,4.9,7.2,170,Yes,,,4.1,4140,-30,-46,29500,-12,-30,6.9,-14,-19,,47,-70,No,268.75,315.81,367.83,497.86
"Whirlpool, USA",524,USA,14617299295858.1,*,20,3722,Durable household products,Listed,281.75,4,12,88.7,2.7,5.8,318,Yes,14,-29,3.0,10588,-10,-4,67000,-4,-5,4.2,9,18,,3612,36,Yes,269.99,260.70,265.03,209.92
"McKesson, USA",322,USA,14617299295858.1,*,13,5333,Drug retailers,FT Global 500,279.28,3,20,22.3,0.4,0.6,1250,Yes,75,58,1.9,67312,2,12,32500,0,5,8.6,3,15,9,9819,8,Yes,271.22,260.08,222.92,175.86
"Yokogawa Electric, Japan",716,Japan,5470777391091.97,*,9,2737,Electronic equipment,Listed,247.64,-9,9,,9.9,13.7,-41,No,-137,-135,-1.6,2505,-14,-9,20247,0,6,12.2,-9,3,17,1042,-27,No,271.90,240.95,205.65,192.89
"Barclays, UK",240,UK,2427911661952.04,,4,8355,Banks,FT Global 500,264.00,-4,90,5.2,0.8,2.7,5094,Yes,-9,-15,16.0,31817,36,46,153800,2,25,1.7,-5,61,,38187,-4,No,274.00,118.00,95.00,68.00
"Dassault Systemes, France",162,France,2592078593347.73,,37,9537,Software,Listed,268.77,-2,6,156.7,24.2,25.4,172,Yes,-12,-17,15.4,1112,-6,7,7834,-1,12,34.3,-2,-6,54,4476,74,Yes,275.10,259.44,249.70,230.09
"Societe Generale, France",242,France,2592078593347.73,,4,8355,Banks,FT Global 500,223.01,-19,-4,31.4,1.2,19.3,711,Yes,-80,-84,3.7,19307,-1,2,160144,0,27,1.4,-19,-25,,25559,-10,No,276.32,279.88,190.14,186.58
"PPG Industries, USA",902,USA,14617299295858.1,*,6,1357,Specialty chemicals,Listed,240.26,-14,8,52.0,3.2,5.1,462,Yes,-33,-36,6.1,7579,-23,-1,39900,-11,12,6.0,-3,-3,,6781,22,Yes,279.27,209.92,206.82,191.34
"Vodafone, UK",277,UK,2427911661952.04,,28,6575,Mobile telecommunications,FT Global 500,303.00,8,29,3.2,0.7,11.9,9571,Yes,64,97,21.5,44472,8,23,84990,7,22,3.6,1,6,,80835,22,Yes,280.00,234.00,222.00,206.00
"Mitsui Chemicals, Japan",944,Japan,5470777391091.97,*,6,1353,Commodity chemicals,Listed,270.25,-4,8,,2.7,7.7,-334,No,-182,-167,-3.4,9895,-17,-4,12964,1,4,20.8,-5,4,9,1701,-13,No,280.24,245.74,247.09,232.02
"Alps Electric, Japan",767,Japan,5470777391091.97,*,9,2733,Electrical components & equipment,Listed,268.10,-5,-8,,7.5,15.1,-400,No,,-369,-11.2,3585,-22,-22,37656,-9,3,7.1,4,-11,43,861,23,Yes,281.08,311.33,284.90,282.48
"Murata Manufacturing, Japan",57,Japan,5470777391091.97,*,39,9576,Semiconductors,Listed,311.52,11,26,,8.9,21.4,-102,No,-113,-115,-2.9,3485,-17,-1,33431,-2,15,9.3,13,10,19,6591,-1,No,281.25,257.23,230.79,218.48
"Emerson Electric, USA",766,USA,14617299295858.1,*,9,2733,Electrical components & equipment,FT Global 500,284.85,0,22,17.6,2.2,4.7,1617,Yes,-30,-15,12.5,12951,-16,-1,129000,-8,-1,2.2,10,23,55,22471,37,Yes,283.61,245.84,220.45,187.63
"Western Digital, USA",131,USA,14617299295858.1,*,39,9572,Computer hardware,Listed,315.19,10,56,98.1,6.8,13.8,321,Yes,-48,5,7.0,4615,-8,39,45991,-8,44,6.9,19,6,80,3473,-20,No,287.32,189.49,184.04,147.69
"ThyssenKrupp, Germany",881,Germany,3260114884059.16,,22,1757,Iron & steel,Listed,257.66,-11,12,,0.7,10.7,-1683,No,-157,-165,-4.7,36040,-24,-17,192619,-2,2,1.3,-9,11,,9402,-10,No,288.76,234.56,215.02,179.48
"Cadence Design Systems, USA",164,USA,14617299295858.1,*,37,9537,Software,Listed,226.15,-23,-23,,42.8,47.7,-81,No,,,-15.2,528,-18,-38,4400,-10,-14,51.4,-14,-11,38,1052,9,Yes,293.22,320.85,299.93,262.15
"General Dynamics, USA",822,USA,14617299295858.1,*,1,2717,Defence,FT Global 500,322.00,10,28,14.2,1.6,2.8,2274,Yes,0,24,11.5,19804,9,25,91700,-1,11,3.5,10,15,16,14290,7,Yes,293.52,266.27,233.45,213.02
"Textron, USA",836,USA,14617299295858.1,*,1,2713,Aerospace,Listed,248.31,-16,6,393.1,3.8,6.1,63,Yes,-91,-92,1.0,6532,-29,-17,32000,-26,-26,7.8,13,42,35,3084,28,Yes,294.76,226.02,217.35,201.87
"AKZO Nobel, The Netherlands",900,The Netherlands,835338475725.744,,6,1357,Specialty chemicals,Listed,282.54,-5,-46,35.7,2.3,6.1,791,Yes,,1,6.4,12344,-10,0,58600,-4,3,4.8,0,-46,54,7905,-1,No,296.76,248.78,787.21,743.67
"Shire, UK",349,UK,2427911661952.04,*,34,4577,Pharmaceuticals,Listed,346.71,16,44,92.3,18.6,27.1,376,Yes,90,1349,20.1,1864,-1,36,3875,3,27,89.5,13,13,,8280,48,Yes,298.35,301.57,187.13,177.81
"Kao, Japan",481,Japan,5470777391091.97,*,33,3767,Personal products,Listed,306.82,2,9,46.9,3.6,6.2,655,Yes,-15,-18,7.7,8490,-3,15,33745,3,18,9.1,0,-11,17,8170,7,Yes,299.80,295.27,267.82,264.50
"Japan Tobacco, Japan",476,Japan,5470777391091.97,*,40,3785,Tobacco,FT Global 500,314.60,5,15,16.3,0.7,2.3,1929,Yes,-23,16,4.2,45447,7,33,47977,1,32,6.6,4,-15,,19615,7,Yes,300.42,274.31,249.48,269.67
"Nippon Steel, Japan",878,Japan,5470777391091.97,*,22,1757,Iron & steel,FT Global 500,304.63,1,14,15.3,1.0,1.0,1998,Yes,-49,-44,6.3,31728,-1,16,50077,,,6.1,,,,13931,-19,No,301.52,274.25,251.98,241.81
"Danske Bank, Denmark",239,Denmark,316081424057.807,,4,8355,Banks,Listed,288.72,-5,13,50.9,2.7,5.0,567,Yes,113,-67,5.3,10729,49,44,22794,-4,7,12.7,-1,5,,9484,-7,No,303.76,260.18,240.84,218.39
"Toray Industries, Japan",943,Japan,5470777391091.97,*,6,1353,Commodity chemicals,Listed,332.28,9,23,,3.4,10.3,-36,No,-106,-107,-0.4,9789,-11,-1,37924,-2,6,8.8,11,16,,5561,9,Yes,304.83,281.13,254.06,244.67
"NetApp, USA",130,USA,14617299295858.1,*,39,9572,Computer hardware,Listed,331.72,7,36,109.0,13.6,17.1,304,Yes,942,107,12.5,2434,15,36,8333,4,22,39.8,3,13,,8396,71,Yes,308.69,280.02,238.63,150.47
"Kraft Foods, USA",536,USA,14617299295858.1,*,14,3577,Food products,FT Global 500,295.37,-4,,8.6,1.2,4.5,3439,Yes,35,,13.8,25008,-6,,97000,-1,,3.0,-3,,,31860,24,Yes,309.00,276.80,,
"Eastman Kodak, USA",501,USA,14617299295858.1,*,24,3745,Recreational products,Listed,220.45,-29,-46,,4.7,6.7,-67,No,,,-1.4,4710,-19,-37,20250,-17,-43,10.9,-14,-7,,616,-15,No,310.24,331.29,439.66,552.36
"China Petroleum & Chemicals, China",986,China,1565186460764.05,,31,537,Integrated oil & gas,FT Global 500,346.14,11,27,10.5,0.3,8.9,3312,Yes,,-35,2.7,122005,-7,19,371333,4,6,0.9,7,19,,61183,-33,No,310.85,310.13,263.23,203.45
"Dainippon Sumitomo Pharma, Japan",348,Japan,5470777391091.97,*,34,4577,Pharmaceuticals,Listed,351.34,12,56,172.9,20.0,25.2,203,Yes,-16,18,11.6,1756,0,12,4787,0,11,73.4,12,42,7,2004,-15,No,314.40,271.86,197.13,116.03
"Corning, USA",12,USA,14617299295858.1,*,39,9578,Telecommunications equipment,FT Global 500,287.94,-9,9,22.7,8.6,25.1,1270,Yes,26,37,38.0,3341,-9,0,23500,-13,-8,12.3,5,18,,16314,7,Yes,315.81,276.18,253.27,215.49
"Thomson Reuters, Canada",307,Canada,1565186460764.05,,26,5557,Publishing,FT Global 500,358.54,14,,48.7,4.5,8.2,737,Yes,-35,-19,9.2,8048,11,40,55000,,,6.5,,,,18287,,No,315.81,,,
"Shin-Etsu Chemical, Japan",901,Japan,5470777391091.97,*,6,1357,Specialty chemicals,FT Global 500,249.24,-22,0,15.7,3.1,18.9,1590,Yes,-19,8,19.9,7988,-13,1,19170,-5,0,13.0,-17,1,33,12502,-13,No,318.92,277.63,212.88,185.75
"Raytheon, USA",821,USA,14617299295858.1,*,1,2717,Defence,FT Global 500,349.87,9,14,18.6,2.3,3.4,1886,Yes,19,43,12.2,15407,7,10,75000,3,-2,4.7,6,15,21,10365,-10,No,320.14,310.86,287.32,311.47
"Kyowa Hakko Kirin, Japan",400,Japan,5470777391091.97,*,34,4573,Biotechnology,Listed,310.24,-4,25,167.3,11.3,17.7,185,Yes,19,14,6.8,2742,-10,6,7436,2,20,41.7,-6,6,11,3540,-15,No,321.87,226.89,221.79,218.69
"Automatic Data Processing, USA",632,USA,14617299295858.1,*,38,2795,Financial administration,FT Global 500,309.43,-5,5,27.5,5.6,7.4,1123,Yes,5,7,20.5,5491,1,-1,45000,-4,-2,6.9,-1,6,,12393,4,Yes,325.66,301.01,292.46,264.17
"Tyco Electronics, Switzerland",765,Switzerland,566764598976.798,*,9,2733,Electrical components & equipment,Listed,331.91,1,,,5.1,8.2,-2181,No,-252,,-33.5,6513,-29,,78000,-19,,4.3,24,,,7398,15,Yes,328.19,,,
"Korea Electric Power, South Korea",266,South Korea,1027729851625.48,*,8,7535,Conventional electricity,FT Global 500,320.54,-2,7,37.0,1.8,34.9,867,Yes,,-20,4.8,18078,8,20,37827,-2,1,8.5,0,6,,10338,1,Yes,328.65,320.54,294.50,259.54
"St Jude Medical, USA",447,USA,14617299295858.1,*,19,4535,Medical equipment,Listed,346.63,5,24,50.8,12.0,18.9,682,Yes,73,59,23.5,2899,7,30,14000,0,19,24.8,5,4,47,7548,-8,No,329.31,294.96,266.95,228.64
"Komatsu, Japan",693,Japan,5470777391091.97,*,21,2753,Commercial vehicles & trucks,FT Global 500,357.44,8,12,34.5,2.7,9.9,1036,Yes,-54,-30,7.7,13448,-10,10,39855,1,13,9.0,7,-2,39,12818,15,Yes,330.42,308.02,333.99,308.96
"Analog Devices, USA",58,USA,14617299295858.1,*,39,9576,Semiconductors,Listed,276.81,-18,-18,156.6,22.1,24.8,177,Yes,-55,-50,14.1,1254,-25,-22,8300,-8,-11,33.4,-11,-8,76,5179,5,Yes,338.18,365.68,332.37,307.82
"Saint-Gobain, France",862,France,2592078593347.73,,7,2353,Building materials & fixtures,FT Global 500,350.07,2,6,32.7,1.0,4.4,1072,Yes,-56,-57,3.2,33573,-14,-8,198713,-4,-2,1.8,7,8,,12966,-4,No,342.07,354.51,331.41,294.09
"OMRON, Japan",715,Japan,5470777391091.97,*,9,2737,Electronic equipment,Listed,325.27,-5,-6,,7.8,13.8,-261,No,-162,-178,-6.3,4172,-18,-8,32583,-8,8,10.0,3,-15,,3207,36,Yes,342.70,346.08,367.95,328.87
"Henkel, Germany",521,Germany,3260114884059.16,,20,3724,Nondurable household products,FT Global 500,354.51,3,12,36.5,2.9,5.5,970,Yes,27,-9,8.0,12060,-4,5,51361,-7,-3,6.9,11,15,38,12095,28,Yes,343.85,335.85,302.09,287.87
"Fuji Heavy Industries, Japan",618,Japan,5470777391091.97,*,3,3353,Automobiles,Listed,284.90,-18,-15,,3.0,7.0,-185,No,-174,-172,-1.9,9617,-8,-3,27659,5,5,10.3,-21,-19,52,2713,24,Yes,346.03,337.31,304.71,346.17
"DSM, The Netherlands",899,The Netherlands,835338475725.744,,6,1357,Specialty chemicals,Listed,352.73,1,15,218.1,5.0,10.1,162,Yes,-78,-74,2.3,6989,-15,-9,22738,-2,1,15.5,3,13,52,5101,36,Yes,350.07,330.52,290.54,257.66
"Kirin, Japan",554,Japan,5470777391091.97,*,5,3533,Brewers,Listed,407.09,15,76,83.6,3.2,3.2,487,Yes,-50,-41,3.8,12763,0,32,35150,-4,28,11.6,19,39,0,8329,-5,No,355.47,190.21,188.19,191.08
"Northrop Grumman, USA",820,USA,14617299295858.1,*,1,2717,Defence,FT Global 500,377.73,6,10,22.6,1.7,3.6,1669,Yes,,38,7.6,21853,4,11,120700,-2,-2,3.1,8,12,,10307,10,Yes,356.68,332.53,355.44,333.15
"Autodesk, USA",161,USA,14617299295858.1,*,37,9537,Software,Listed,283.30,-21,3,656.4,26.7,29.0,43,Yes,-72,-80,4.1,1061,-26,-13,6800,-13,8,41.7,-9,-4,,3992,11,Yes,356.74,300.51,251.60,186.76
"Maxim Integrated Products, USA",56,USA,14617299295858.1,*,39,9576,Semiconductors,Listed,323.01,-10,0,3001.7,31.7,39.9,11,Yes,-96,-97,1.1,1019,-20,-13,8765,-11,-6,36.9,1,8,,3136,-11,No,357.76,408.41,318.37,203.21
"BP, UK",985,UK,2427911661952.04,,31,537,Integrated oil & gas,FT Global 500,363.49,-1,14,2.4,0.2,7.4,14985,Yes,-28,-23,10.1,148165,-34,-18,85200,-11,-13,4.3,11,31,,78243,-17,No,368.44,350.49,244.60,310.86
"ING, The Netherlands",234,The Netherlands,835338475725.744,,25,8575,Life insurance,FT Global 500,117.28,-69,,,0.3,3.7,-1355,No,,-122,-3.2,42849,-28,-33,107173,-14,-12,1.1,-63,,,22087,,No,373.17,110.17,,
"Asahi Kasei, Japan",942,Japan,5470777391091.97,*,6,1353,Commodity chemicals,Listed,404.76,8,15,229.4,3.9,10.2,176,Yes,-77,-75,1.7,10331,-8,0,24244,2,3,16.7,7,12,,4437,1,Yes,373.63,348.73,342.35,337.35
"Electricite de France, France",264,France,2592078593347.73,,8,7535,Conventional electricity,FT Global 500,389.16,4,10,5.8,0.7,15.1,6698,Yes,19,-1,11.4,58939,3,13,164250,5,6,2.4,-1,5,,48711,-13,No,374.06,333.19,345.62,357.18
"MAN, Germany",692,Germany,3260114884059.16,,21,2753,Commercial vehicles & trucks,Listed,384.72,2,11,,3.5,9.3,-188,No,-113,-116,-1.7,11072,-25,-21,47365,-3,-9,8.1,5,22,,7744,23,Yes,376.72,318.08,321.64,371.39
"ZTE, China",9,China,1565186460764.05,*,39,9578,Telecommunications equipment,Listed,554.92,46,100,159.2,10.2,12.6,349,Yes,14,96,6.4,5467,36,95,70345,15,57,7.9,27,28,,5633,1,Yes,381.23,291.21,256.94,177.74
"TDK, Japan",713,Japan,5470777391091.97,*,9,2737,Electronic equipment,Listed,383.44,0,22,,7.9,21.5,-476,No,-197,-204,-9.8,4839,-16,-9,66429,10,31,5.8,-9,-7,,4385,-4,No,381.73,332.98,302.84,241.78
"CA, USA",157,USA,14617299295858.1,*,37,9537,Software,Listed,411.17,7,5,53.0,15.3,17.1,776,Yes,12,116,28.8,2696,2,7,13800,5,-4,29.8,2,9,,5854,-20,No,384.54,388.88,389.50,398.17
"Nikon, Japan",511,Japan,5470777391091.97,*,24,3743,Consumer electronics,Listed,409.01,5,40,154.2,7.0,10.5,265,Yes,-65,-42,4.5,5852,-8,12,23759,-6,14,17.2,12,24,53,4339,-1,No,388.29,314.09,247.04,223.24
"Pioneer, Japan",714,Japan,5470777391091.97,*,9,2737,Electronic equipment,Listed,364.45,-8,-8,,9.8,18.0,-656,No,,,-17.7,3717,-28,-28,32115,-25,-19,11.3,23,13,,648,67,Yes,395.08,393.93,422.00,371.82
"Isuzu Motors, Japan",691,Japan,5470777391091.97,*,21,2753,Commercial vehicles & trucks,Listed,450.33,12,23,455.7,4.8,9.0,99,Yes,-87,-85,1.0,9477,-26,-14,24257,2,,18.6,10,,,3302,63,Yes,401.10,389.13,366.52,311.31
"Intuit, USA",158,USA,14617299295858.1,*,37,9537,Software,Listed,382.58,-5,27,90.6,19.4,23.5,422,Yes,5,13,21.4,1971,4,25,7800,-5,1,49.0,0,27,,7500,23,Yes,402.51,322.53,270.32,208.43
"Gazprom, Russia",981,Russia,1459251165973.01,,31,537,Integrated oil & gas,FT Global 500,582.70,43,107,3.1,1.0,26.6,18783,Yes,-26,12,30.7,61100,-15,27,386000,-15,-11,1.5,69,136,,77394,4,Yes,407.59,316.35,268.08,133.68
"Forest Laboratories, USA",342,USA,14617299295858.1,*,34,4577,Pharmaceuticals,Listed,652.40,59,57,115.1,25.6,26.4,567,Yes,2,6,22.3,2546,7,23,5200,0,1,125.5,60,56,,4930,-4,No,409.50,415.49,582.70,254.15
"Kyocera, Japan",764,Japan,5470777391091.97,*,9,2733,Electrical components & equipment,FT Global 500,438.57,7,12,147.6,5.8,12.7,297,Yes,-72,-64,4.0,7507,-13,-9,59514,-11,-5,7.4,20,18,36,10560,9,Yes,409.79,406.43,382.05,361.85
"Adobe Systems, USA",159,USA,14617299295858.1,*,37,9537,Software,Listed,349.95,-15,4,83.8,19.2,23.2,418,Yes,-36,-15,22.9,1824,-18,4,8660,18,33,40.4,-28,-21,,9110,-13,No,409.97,379.74,334.19,226.22
"Dell, USA",129,USA,14617299295858.1,*,39,9572,Computer hardware,FT Global 500,386.40,-6,12,28.6,1.2,1.9,1352,Yes,-30,-37,4.1,32759,-13,-10,94300,23,23,4.1,-24,-9,47,14564,-15,No,410.55,377.73,308.38,286.71
"MediaTek, Taiwan",48,Taiwan,392106000000,*,39,9576,Semiconductors,FT Global 500,468.24,14,122,65.7,20.9,22.3,712,Yes,91,59,31.9,2236,28,65,4319,102,164,108.4,-44,-12,,9809,-1,No,411.90,177.23,114.32,139.95
"Taiwan Semiconductor Manufacturing, Taiwan",52,Taiwan,392106000000,*,39,9576,Semiconductors,FT Global 500,418.06,1,24,23.0,7.3,38.9,1817,Yes,-11,-16,31.7,5726,-11,-5,26390,16,23,15.8,-13,1,,30184,5,Yes,415.89,347.45,311.25,271.37
"LSI, USA",55,USA,14617299295858.1,*,39,9576,Semiconductors,Listed,376.69,-10,14,,27.4,31.5,-80,No,,,-5.8,1374,-17,-3,5397,-2,8,69.8,-8,6,,1669,-19,No,416.44,405.74,256.01,246.03
"Micron Technology, USA",50,USA,14617299295858.1,*,39,9576,Semiconductors,Listed,437.07,4,3,,13.5,23.6,-1058,No,,,-32.6,3245,-10,-3,18200,-20,-18,24.0,30,25,81,4482,27,Yes,421.08,498.48,406.22,373.83
"Research In Motion, Canada",8,Canada,1565186460764.05,*,39,9578,Telecommunications equipment,FT Global 500,597.46,41,168,29.8,6.5,13.2,2005,Yes,19,128,21.7,9260,35,170,13873,16,77,43.1,22,63,37,17940,-30,No,423.99,222.82,146.25,97.61
"Tokyo Electron, Japan",54,Japan,5470777391091.97,*,39,9576,Semiconductors,Listed,387.71,-9,9,1042.7,11.5,14.9,37,Yes,-97,-95,1.1,3380,-44,-34,10391,0,10,37.3,-8,-1,,5538,-11,No,425.07,378.90,327.15,291.94
"Gilead Sciences, USA",397,USA,14617299295858.1,*,34,4573,Biotechnology,FT Global 500,550.91,29,90,25.2,12.7,16.0,2185,Yes,27,167,50.3,4342,31,92,3852,12,42,143.0,15,38,49,17817,-29,No,426.65,348.16,224.44,158.21
"Sega Sammy, Japan",301,Japan,5470777391091.97,*,41,5752,Gambling,Listed,396.95,-9,22,,13.9,17.3,-135,No,,-134,-4.7,2855,-6,-17,6856,-11,1,57.9,2,22,19,2739,23,Yes,434.93,346.61,241.71,276.65
"Agilent Technologies, USA",711,USA,14617299295858.1,*,9,2737,Electronic equipment,Listed,397.55,-9,-8,958.2,14.3,17.2,41,Yes,-92,-88,1.5,2775,-22,-23,16800,-14,,23.7,6,,,5895,15,Yes,435.94,424.18,405.60,456.99
"Olympus, Japan",446,Japan,5470777391091.97,*,19,4535,Medical equipment,Listed,465.69,6,30,,7.1,11.6,-451,No,-165,-204,-6.9,6524,-13,-1,36503,2,11,12.8,4,18,51,4348,-8,No,438.54,369.38,305.55,317.42
"Michelin, France",559,France,2592078593347.73,,3,3357,Tyres,Listed,449.58,1,-9,115.3,3.4,7.5,390,Yes,-49,-63,3.0,13156,-10,-9,112527,-6,-9,4.0,8,0,54,7090,4,Yes,443.36,507.33,525.10,502.00
"Danaher, USA",712,USA,14617299295858.1,*,9,2737,Electronic equipment,FT Global 500,391.76,-13,18,41.0,5.7,7.3,955,Yes,-17,-4,13.8,6926,-12,8,46600,-7,1,8.4,-6,18,,14961,26,Yes,449.22,372.42,276.18,234.69
"Juniper Networks, USA",11,USA,14617299295858.1,*,39,9578,Telecommunications equipment,Listed,459.29,1,35,238.7,22.4,27.0,192,Yes,-55,127,9.4,2053,-7,23,7231,3,32,63.5,-2,4,49,8252,3,Yes,452.75,385.76,297.39,220.09
"Xerox, USA",120,USA,14617299295858.1,*,39,9574,Electronic office equipment,Listed,441.51,-5,-6,81.8,4.7,5.3,540,Yes,265,-14,5.7,9399,-14,-7,53600,-6,-4,8.2,1,-2,,7716,69,Yes,464.43,473.09,471.24,467.52
"HSBC, UK",238,UK,2427911661952.04,,4,8355,Banks,FT Global 500,472.48,0,29,10.8,1.0,3.6,4384,Yes,-24,-63,9.0,48691,-11,2,309516,-7,2,1.5,7,28,,114883,2,Yes,473.09,363.49,364.73,260.08
"ASML, The Netherlands",53,The Netherlands,835338475725.744,,39,9576,Semiconductors,Listed,414.71,-13,8,,29.2,45.8,-89,No,-127,-115,-6.3,1418,-46,-50,6024,-12,3,68.8,-1,5,96,7483,10,Yes,474.26,434.44,341.16,292.32
"Sanyo Electric, Japan",710,Japan,5470777391091.97,*,9,2737,Electronic equipment,Listed,501.77,5,-34,,4.1,8.5,-413,No,-198,,-3.4,12288,-11,-20,86016,-14,-13,5.8,22,-24,,6080,116,Yes,477.58,846.62,843.23,876.90
"Sumitomo Electric, Japan",763,Japan,5470777391091.97,*,9,2733,Electrical components & equipment,Listed,485.50,1,12,162.1,3.4,9.4,299,Yes,-72,-64,2.1,14115,-16,-2,152547,-1,18,3.2,2,-6,,5464,-15,No,480.73,454.80,428.56,375.69
